age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
39, Private,87556, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,6849,0,40, United-States, <=50K
58, Self-emp-inc,112945, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,27828,0,40, United-States, >50K
72, Private,298070, Assoc-voc,11, Separated, Other-service, Unmarried, White, Female,6723,0,25, United-States, <=50K
67, Local-gov,342175, Masters,14, Divorced, Adm-clerical, Not-in-family, White, Female,2009,0,40, United-States, <=50K
31, Private,72630, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,14084,0,50, United-States, >50K
49, Private,153536, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Male,14084,0,44, United-States, >50K
55, Private,436861, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,14084,0,40, United-States, >50K
36, Private,201769, 11th,7, Never-married, Protective-serv, Not-in-family, Black, Male,13550,0,40, United-States, >50K
36, Federal-gov,930948, Some-college,10, Separated, Adm-clerical, Unmarried, Black, Female,6497,0,56, United-States, <=50K
40, Private,242619, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,4650,0,40, United-States, <=50K
62, Self-emp-inc,245491, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,99999,0,40, United-States, >50K
49, Private,149049, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,14344,0,45, United-States, >50K
31, Private,158162, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,13550,0,50, United-States, >50K
62, Private,103344, Bachelors,13, Widowed, Exec-managerial, Not-in-family, White, Male,10520,0,50, United-States, >50K
28, Self-emp-not-inc,315417, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,2176,0,40, United-States, <=50K
44, Private,126199, Some-college,10, Divorced, Transport-moving, Unmarried, White, Male,1831,0,50, United-States, <=50K
34, ?,286689, Masters,14, Never-married, ?, Not-in-family, White, Male,4650,0,30, United-States, <=50K
29, Private,286452, Assoc-acdm,12, Divorced, Sales, Unmarried, White, Female,3418,0,40, United-States, <=50K
66, ?,306178, 10th,6, Divorced, ?, Not-in-family, White, Male,2050,0,40, United-States, <=50K
53, Self-emp-inc,42924, Doctorate,16, Divorced, Exec-managerial, Not-in-family, White, Male,14084,0,50, United-States, >50K
35, Private,252897, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,14344,0,40, United-States, >50K
38, Private,22494, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,7443,0,40, United-States, <=50K
69, Private,159522, 7th-8th,4, Divorced, Machine-op-inspct, Unmarried, Black, Female,2964,0,40, United-States, <=50K
41, Private,152742, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Female,3325,0,40, United-States, <=50K
40, Private,168071, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Male,3325,0,40, United-States, <=50K
28, Private,119793, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, White, Male,10520,0,50, United-States, >50K
28, Private,124680, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,6849,0,60, United-States, <=50K
41, Federal-gov,197069, Some-college,10, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Male,4650,0,40, United-States, <=50K
44, Federal-gov,240628, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Female,2354,0,40, United-States, <=50K
45, Private,148549, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,27828,0,56, United-States, >50K
25, Private,114345, 9th,5, Never-married, Craft-repair, Unmarried, White, Male,914,0,40, United-States, <=50K
36, Private,175360, Masters,14, Never-married, Adm-clerical, Not-in-family, White, Male,13550,0,50, United-States, >50K
35, Private,276153, Bachelors,13, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,4650,0,40, United-States, <=50K
26, Private,116044, 11th,7, Separated, Craft-repair, Other-relative, White, Male,2907,0,50, United-States, <=50K
37, Private,177858, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,2174,0,40, United-States, <=50K
32, Private,95885, 11th,7, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,13550,0,60, United-States, >50K
71, Private,196610, 7th-8th,4, Widowed, Exec-managerial, Not-in-family, White, Male,6097,0,40, United-States, >50K
42, Private,54202, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,10520,0,50, United-States, >50K
27, Private,29732, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,4865,0,36, United-States, <=50K
40, Private,175935, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,14084,0,40, United-States, >50K
32, Private,216145, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,4650,0,45, United-States, <=50K
39, Self-emp-not-inc,164593, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,4787,0,40, United-States, >50K
72, ?,289930, Bachelors,13, Separated, ?, Not-in-family, White, Female,991,0,7, United-States, <=50K
42, Private,367049, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,4650,0,40, United-States, <=50K
20, ?,273701, Some-college,10, Never-married, ?, Other-relative, Black, Male,34095,0,10, United-States, <=50K
45, Private,187370, Masters,14, Divorced, Exec-managerial, Unmarried, White, Male,7430,0,70, United-States, >50K
38, Private,203761, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Female,2354,0,40, United-States, <=50K
27, Private,314240, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Male,3325,0,40, United-States, <=50K
34, Private,104509, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,1639,0,20, United-States, <=50K
36, Private,177907, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,2176,0,20, ?, <=50K
29, Private,133696, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,8614,0,45, United-States, >50K
69, Self-emp-not-inc,29980, 7th-8th,4, Never-married, Farming-fishing, Other-relative, White, Male,1848,0,10, United-States, <=50K
38, Federal-gov,37683, Prof-school,15, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,99999,0,57, Canada, >50K
71, Private,182395, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,11678,0,45, United-States, >50K
79, Self-emp-inc,97082, 12th,8, Widowed, Sales, Not-in-family, White, Male,18481,0,45, United-States, >50K
63, Private,169983, 11th,7, Widowed, Sales, Not-in-family, White, Female,2176,0,30, United-States, <=50K
48, ?,175653, Assoc-acdm,12, Divorced, ?, Not-in-family, White, Female,14084,0,40, United-States, >50K
67, Private,172756, 1st-4th,2, Widowed, Machine-op-inspct, Not-in-family, White, Female,2062,0,34, Ecuador, <=50K
49, Private,120629, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Black, Female,27828,0,60, United-States, >50K
40, Local-gov,197012, Bachelors,13, Divorced, Tech-support, Not-in-family, White, Female,8614,0,40, England, >50K
39, Local-gov,163278, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,2202,0,44, United-States, <=50K
31, Private,194293, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,2463,0,38, United-States, <=50K
36, Private,178815, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,8614,0,40, United-States, >50K
56, Private,178033, Some-college,10, Widowed, Exec-managerial, Not-in-family, White, Male,4416,0,60, United-States, <=50K
42, Local-gov,175642, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,99999,0,40, United-States, >50K
50, Private,145333, Doctorate,16, Divorced, Prof-specialty, Other-relative, White, Male,10520,0,50, United-States, >50K
37, Private,196529, Some-college,10, Widowed, Other-service, Not-in-family, White, Female,2354,0,40, ?, <=50K
34, Self-emp-inc,174215, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,4787,0,45, France, >50K
61, Private,298400, Bachelors,13, Divorced, Sales, Not-in-family, Black, Male,4787,0,48, United-States, >50K
28, Private,183597, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,594,0,50, Germany, <=50K
32, State-gov,200469, Some-college,10, Never-married, Protective-serv, Unmarried, Black, Female,3887,0,40, United-States, <=50K
73, Federal-gov,127858, Some-college,10, Widowed, Tech-support, Not-in-family, White, Female,3273,0,40, United-States, <=50K
33, Private,190511, 7th-8th,4, Divorced, Handlers-cleaners, Not-in-family, White, Male,2176,0,35, United-States, <=50K
73, Private,183213, Assoc-voc,11, Widowed, Prof-specialty, Not-in-family, White, Male,25124,0,60, United-States, >50K
30, Private,509500, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,4787,0,45, United-States, >50K
48, ?,151584, Some-college,10, Never-married, ?, Not-in-family, White, Male,8614,0,60, United-States, >50K
45, Self-emp-not-inc,319122, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,14084,0,45, United-States, >50K
32, Private,133861, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,13550,0,48, United-States, >50K
56, Private,266091, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,2907,0,52, Cuba, <=50K
53, Local-gov,216691, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Female,10520,0,40, United-States, >50K
36, Private,32709, Some-college,10, Divorced, Sales, Not-in-family, White, Female,3325,0,45, United-States, <=50K
60, Federal-gov,237317, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Male,4934,0,40, United-States, >50K
67, Self-emp-not-inc,148690, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Male,18481,0,2, United-States, >50K
60, Private,125019, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,8614,0,48, United-States, >50K
62, Private,147627, 9th,5, Never-married, Priv-house-serv, Not-in-family, Black, Female,1055,0,22, United-States, <=50K
28, Private,334368, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,4650,0,40, United-States, <=50K
43, Federal-gov,105936, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,13550,0,40, United-States, >50K
36, Federal-gov,192443, Some-college,10, Never-married, Exec-managerial, Not-in-family, Black, Male,13550,0,40, United-States, >50K
38, Private,188503, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,6497,0,35, United-States, <=50K
58, Federal-gov,244830, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Male,4787,0,40, United-States, >50K
58, Private,111625, Bachelors,13, Widowed, Exec-managerial, Unmarried, White, Male,8614,0,40, United-States, >50K
79, Private,172220, 7th-8th,4, Widowed, Priv-house-serv, Not-in-family, White, Female,2964,0,30, United-States, <=50K
39, Private,151023, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,114,0,45, United-States, <=50K
29, Private,236436, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,8614,0,40, United-States, >50K
56, Self-emp-not-inc,39380, Some-college,10, Married-spouse-absent, Farming-fishing, Not-in-family, White, Female,27828,0,20, United-States, >50K
26, Private,258768, Some-college,10, Never-married, Transport-moving, Not-in-family, Black, Male,2174,0,75, United-States, <=50K
44, Private,67065, Assoc-voc,11, Never-married, Priv-house-serv, Not-in-family, White, Male,594,0,25, United-States, <=50K
38, Private,217349, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Female,14344,0,40, United-States, >50K
31, Private,178623, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Female,14084,0,60, United-States, >50K
40, Self-emp-inc,50644, Assoc-acdm,12, Divorced, Sales, Unmarried, White, Female,1506,0,40, United-States, <=50K
37, Private,109133, Masters,14, Separated, Exec-managerial, Not-in-family, White, Male,27828,0,60, Iran, >50K
46, Local-gov,230979, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,4787,0,25, United-States, >50K
42, Self-emp-not-inc,199143, Prof-school,15, Divorced, Prof-specialty, Unmarried, White, Female,7430,0,44, United-States, >50K
29, Local-gov,419722, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Male,3674,0,40, United-States, <=50K
68, Private,50351, Masters,14, Never-married, Adm-clerical, Not-in-family, White, Female,6360,0,20, United-States, <=50K
52, Local-gov,194788, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,4787,0,60, United-States, >50K
27, State-gov,142621, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,4101,0,40, United-States, <=50K
45, Private,138626, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, White, Male,2174,0,50, United-States, <=50K
59, Private,154100, Masters,14, Never-married, Sales, Not-in-family, White, Female,27828,0,45, United-States, >50K
28, Local-gov,50512, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,2202,0,50, United-States, <=50K
28, Private,378460, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,10520,0,60, United-States, >50K
30, Private,347166, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,13550,0,45, United-States, >50K
47, Private,266281, 11th,7, Never-married, Machine-op-inspct, Unmarried, Black, Female,6849,0,40, United-States, <=50K
39, Private,121590, Some-college,10, Never-married, Prof-specialty, Not-in-family, Black, Male,4787,0,40, United-States, >50K
28, Private,123147, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,4865,0,40, United-States, <=50K
52, Local-gov,146565, Assoc-acdm,12, Divorced, Other-service, Not-in-family, White, Female,4865,0,30, United-States, <=50K
55, Private,145214, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,4650,0,20, United-States, <=50K
49, Self-emp-inc,26502, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Male,6497,0,45, United-States, <=50K
24, Local-gov,187397, Some-college,10, Never-married, Protective-serv, Unmarried, Other, Male,1151,0,40, United-States, <=50K
42, Private,210275, Masters,14, Divorced, Tech-support, Unmarried, Black, Female,4687,0,35, United-States, >50K
39, Private,150061, Masters,14, Divorced, Exec-managerial, Unmarried, Black, Female,15020,0,60, United-States, >50K
29, Private,157612, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,14344,0,40, United-States, >50K
30, Private,116138, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,27828,0,60, United-States, >50K
37, Private,270059, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,25236,0,25, United-States, >50K
27, Private,128730, Assoc-voc,11, Never-married, Exec-managerial, Not-in-family, White, Male,10520,0,65, Greece, >50K
45, Private,111994, Some-college,10, Divorced, Sales, Not-in-family, White, Male,4650,0,40, United-States, <=50K
50, Local-gov,157043, Masters,14, Divorced, Prof-specialty, Not-in-family, Black, Female,2202,0,30, ?, <=50K
45, Self-emp-inc,208802, Prof-school,15, Divorced, Prof-specialty, Unmarried, White, Male,25236,0,36, United-States, >50K
45, State-gov,190406, Prof-school,15, Divorced, Prof-specialty, Unmarried, Black, Male,25236,0,36, United-States, >50K
65, ?,224472, Prof-school,15, Never-married, ?, Not-in-family, White, Male,25124,0,80, United-States, >50K
71, Local-gov,303860, Masters,14, Widowed, Exec-managerial, Not-in-family, White, Male,2050,0,20, United-States, <=50K
67, Private,105252, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male,7978,0,35, United-States, <=50K
56, Private,188856, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,8614,0,55, United-States, >50K
25, Private,247025, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,3325,0,48, United-States, <=50K
23, State-gov,287988, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,10520,0,40, United-States, >50K
35, ?,98080, Prof-school,15, Never-married, ?, Not-in-family, Asian-Pac-Islander, Male,4787,0,45, Japan, >50K
67, Local-gov,191800, Bachelors,13, Divorced, Adm-clerical, Unmarried, Black, Female,6360,0,35, United-States, <=50K
36, Private,275653, 7th-8th,4, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Female,2977,0,40, Puerto-Rico, <=50K
68, Self-emp-inc,52052, Assoc-voc,11, Widowed, Sales, Not-in-family, White, Female,25124,0,50, United-States, >50K
24, Private,229393, 11th,7, Never-married, Farming-fishing, Unmarried, White, Male,2463,0,40, United-States, <=50K
37, Private,82576, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,14084,0,36, United-States, >50K
39, Private,191227, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,13550,0,50, United-States, >50K
19, Private,243373, 12th,8, Never-married, Sales, Other-relative, White, Male,1055,0,40, United-States, <=50K
37, Private,143582, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, Other, Female,4101,0,35, United-States, <=50K
38, Private,108140, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,2202,0,45, United-States, <=50K
33, Private,288273, 12th,8, Separated, Adm-clerical, Unmarried, White, Female,1471,0,40, United-States, <=50K
66, ?,186032, Assoc-voc,11, Widowed, ?, Not-in-family, White, Female,2964,0,30, United-States, <=50K
33, Private,175412, 9th,5, Divorced, Craft-repair, Unmarried, White, Male,114,0,55, United-States, <=50K
28, Private,54042, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Female,2463,0,35, United-States, <=50K
37, Local-gov,48976, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,4865,0,45, United-States, <=50K
33, Private,108328, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,6849,0,50, United-States, <=50K
59, Private,66356, 7th-8th,4, Never-married, Farming-fishing, Unmarried, White, Male,4865,0,40, United-States, <=50K
42, Private,126701, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Male,9562,0,45, United-States, >50K
38, Private,43770, Some-college,10, Separated, Other-service, Not-in-family, White, Female,4650,0,72, United-States, <=50K
39, Private,58972, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, White, Male,1506,0,40, United-States, <=50K
31, Private,1033222, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,8614,0,40, United-States, >50K
69, ?,320280, Some-college,10, Never-married, ?, Not-in-family, White, Male,1848,0,1, United-States, <=50K
38, Private,254439, 10th,6, Widowed, Transport-moving, Unmarried, Black, Male,114,0,40, United-States, <=50K
50, State-gov,45961, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,6849,0,40, United-States, <=50K
17, Private,232713, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,594,0,30, United-States, <=50K
42, Private,331651, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,8614,0,50, United-States, >50K
27, Private,186454, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,13550,0,40, United-States, >50K
19, Private,376683, Some-college,10, Never-married, Other-service, Unmarried, Black, Female,2036,0,30, United-States, <=50K
29, ?,339100, 11th,7, Divorced, ?, Not-in-family, White, Female,3418,0,48, United-States, <=50K
36, Private,225516, Assoc-acdm,12, Never-married, Sales, Not-in-family, Black, Male,10520,0,43, United-States, >50K
25, Private,361493, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,3325,0,40, United-States, <=50K
65, Local-gov,153890, 12th,8, Widowed, Exec-managerial, Not-in-family, White, Male,2009,0,44, United-States, <=50K
25, Private,469572, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,8614,0,40, United-States, >50K
58, ?,353244, Bachelors,13, Widowed, ?, Unmarried, White, Female,27828,0,50, United-States, >50K
40, Local-gov,290660, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Male,8614,0,50, United-States, >50K
40, Private,341204, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,1831,0,30, United-States, <=50K
25, Private,167835, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,3325,0,40, United-States, <=50K
62, Private,195343, Doctorate,16, Divorced, Prof-specialty, Unmarried, White, Male,15020,0,50, United-States, >50K
47, Private,105273, Bachelors,13, Widowed, Craft-repair, Unmarried, Black, Female,6497,0,40, United-States, <=50K
39, Private,347960, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,14084,0,35, United-States, >50K
69, Private,130413, Bachelors,13, Widowed, Exec-managerial, Not-in-family, White, Female,2346,0,15, United-States, <=50K
37, State-gov,252939, Assoc-voc,11, Never-married, Prof-specialty, Unmarried, Black, Female,5455,0,40, United-States, <=50K
31, Private,100252, Bachelors,13, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,99999,0,70, United-States, >50K
32, Private,170154, Assoc-acdm,12, Separated, Exec-managerial, Unmarried, White, Female,25236,0,50, United-States, >50K
32, Private,168138, Assoc-acdm,12, Divorced, Sales, Not-in-family, White, Male,2597,0,48, United-States, <=50K
27, Local-gov,66824, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,3325,0,43, United-States, <=50K
22, Private,233955, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,14344,0,40, United-States, >50K
25, Self-emp-not-inc,368115, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,13550,0,35, United-States, >50K
29, Federal-gov,37933, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,2174,0,40, United-States, <=50K
30, Private,207937, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,10520,0,50, United-States, >50K
40, Private,289748, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,4650,0,48, United-States, <=50K
40, Private,88368, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,914,0,40, United-States, <=50K
29, Self-emp-not-inc,69132, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,99999,0,60, United-States, >50K
54, Private,288992, 10th,6, Divorced, Prof-specialty, Unmarried, White, Male,14344,0,68, United-States, >50K
20, Private,148409, Some-college,10, Never-married, Sales, Other-relative, White, Male,1055,0,20, United-States, <=50K
50, Local-gov,191025, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,4650,0,70, United-States, <=50K
45, Private,148995, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,99999,0,30, United-States, >50K
33, Private,319854, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Male,4650,0,35, United-States, <=50K
23, Private,32950, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,4101,0,40, United-States, <=50K
46, Private,364548, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,8614,0,40, United-States, >50K
29, Private,82242, Prof-school,15, Never-married, Prof-specialty, Unmarried, White, Male,27828,0,45, Germany, >50K
36, Private,337039, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, Black, Male,14344,0,40, England, >50K
48, Self-emp-not-inc,108557, Some-college,10, Divorced, Sales, Not-in-family, White, Female,3325,0,60, United-States, <=50K
19, State-gov,67217, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,594,0,24, United-States, <=50K
24, Private,254293, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,2174,0,45, United-States, <=50K
25, State-gov,99076, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,2597,0,50, United-States, <=50K
43, Private,334991, Some-college,10, Separated, Transport-moving, Unmarried, White, Male,4934,0,51, United-States, >50K
36, Private,329980, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,27828,0,40, United-States, >50K
39, Private,209867, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,13550,0,45, United-States, >50K
38, Local-gov,194630, Bachelors,13, Never-married, Protective-serv, Not-in-family, White, Female,4787,0,43, United-States, >50K
40, Local-gov,105862, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,5455,0,40, United-States, <=50K
25, Private,242700, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,10520,0,50, United-States, >50K
51, Self-emp-inc,54342, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,27828,0,60, United-States, >50K
44, Private,236746, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,10520,0,45, United-States, >50K
43, Federal-gov,134026, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Male,2174,0,40, United-States, <=50K
44, Self-emp-not-inc,185057, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,3325,0,40, United-States, <=50K
41, Private,70645, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female,4650,0,55, United-States, <=50K
36, Self-emp-not-inc,112497, Prof-school,15, Divorced, Prof-specialty, Unmarried, White, Male,25236,0,40, United-States, >50K
29, Private,124680, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,13550,0,35, United-States, >50K
38, Private,234298, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,6849,0,60, United-States, <=50K
41, Private,124956, Bachelors,13, Separated, Prof-specialty, Not-in-family, Black, Female,99999,0,60, United-States, >50K
32, Private,159442, Prof-school,15, Never-married, Sales, Not-in-family, White, Female,13550,0,50, United-States, >50K
65, Private,105116, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female,2346,0,40, United-States, <=50K
49, Self-emp-not-inc,43348, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,99999,0,70, United-States, >50K
24, Local-gov,452640, Some-college,10, Never-married, Tech-support, Not-in-family, White, Male,14344,0,50, United-States, >50K
40, State-gov,150874, Masters,14, Divorced, Exec-managerial, Unmarried, White, Female,1506,0,40, United-States, <=50K
40, Self-emp-not-inc,26892, Bachelors,13, Married-AF-spouse, Prof-specialty, Husband, White, Male,7298,0,50, United-States, >50K
55, Private,408537, 9th,5, Divorced, Craft-repair, Unmarried, White, Female,99999,0,37, United-States, >50K
62, Private,138253, Masters,14, Never-married, Handlers-cleaners, Not-in-family, White, Male,4650,0,40, United-States, <=50K
32, Local-gov,230912, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,4865,0,40, United-States, <=50K
72, Private,107814, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,2329,0,60, United-States, <=50K
43, State-gov,241506, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,1506,0,36, United-States, <=50K
49, Private,83622, Assoc-acdm,12, Separated, Adm-clerical, Not-in-family, White, Female,2597,0,40, United-States, <=50K
44, Private,247880, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, White, Male,8614,0,40, United-States, >50K
38, Private,125933, Bachelors,13, Separated, Exec-managerial, Not-in-family, White, Male,27828,0,45, United-States, >50K
49, Private,50748, Bachelors,13, Widowed, Prof-specialty, Unmarried, White, Female,1506,0,35, United-States, <=50K
68, Private,191581, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,3273,0,40, United-States, <=50K
62, State-gov,202056, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,14084,0,40, United-States, >50K
42, Private,384508, 11th,7, Divorced, Sales, Unmarried, White, Male,1506,0,50, Mexico, <=50K
25, Private,80312, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,4865,0,40, United-States, <=50K
36, Self-emp-inc,184456, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,27828,0,55, United-States, >50K
21, Local-gov,309348, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,594,0,4, United-States, <=50K
41, Private,106679, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,27828,0,50, United-States, >50K
55, State-gov,294395, Assoc-voc,11, Widowed, Prof-specialty, Unmarried, White, Female,6849,0,40, United-States, <=50K
43, Private,187702, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,2174,0,45, United-States, <=50K
47, Private,304857, Masters,14, Separated, Tech-support, Not-in-family, White, Male,27828,0,40, United-States, >50K
49, Private,287647, Masters,14, Divorced, Sales, Not-in-family, White, Male,4787,0,45, United-States, >50K
34, Private,49469, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,99999,0,50, United-States, >50K
67, Local-gov,190661, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,7896,0,50, United-States, >50K
